File,Window_Sec,Window_Index,Binarization,LZC_Normalized,LZC_Custom,Variance,SNR,Binary_Balance
P001-1-trimmed.mat,300,3,median,0.01263644695864566,3.199100495859661e-05,0.119982004,-3.576229,0.49985
P001-1-trimmed.mat,300,3,mean,0.012092599874349519,3.199100495859661e-05,0.119982004,-3.576229,0.5147183333333334
P001-1-trimmed.mat,300,3,adaptive,0.01302033901814882,3.199100495859661e-05,0.119982004,-3.576229,0.49118833333333334
P001-1-trimmed.mat,300,4,median,0.015131745345416196,3.199100495859661e-05,0.23752609,-2.2616239,0.49979
P001-1-trimmed.mat,300,4,mean,0.020890126237963585,3.199100495859661e-05,0.23752609,-2.2616239,0.47539
P001-1-trimmed.mat,300,4,adaptive,0.024793028842912374,3.199100495859661e-05,0.23752609,-2.2616239,0.39877666666666667
P001-2-trimmed.mat,2,0,median,0.014957230355827609,0.002991446071165522,0.332606,-1.178279,0.5
P001-2-trimmed.mat,2,0,mean,0.008974338213496564,0.002991446071165522,0.332606,-1.178279,0.50325
P001-2-trimmed.mat,2,0,adaptive,0.008974338213496564,0.002991446071165522,0.332606,-1.178279,0.49625
P001-2-trimmed.mat,2,1,median,0.029914460711655218,0.002991446071165522,0.24975516,-0.7640611,0.5
P001-2-trimmed.mat,2,1,mean,0.014957230355827609,0.002991446071165522,0.24975516,-0.7640611,0.63725
P001-2-trimmed.mat,2,1,adaptive,0.011965784284662087,0.002991446071165522,0.24975516,-0.7640611,0.63075
P001-2-trimmed.mat,2,2,median,0.02094012249815865,0.002991446071165522,0.32192588,-1.2108034,0.5
P001-2-trimmed.mat,2,2,mean,0.008974338213496564,0.002991446071165522,0.32192588,-1.2108034,0.417
P001-2-trimmed.mat,2,2,adaptive,0.008974338213496564,0.002991446071165522,0.32192588,-1.2108034,0.41275
P001-2-trimmed.mat,2,3,median,0.02094012249815865,0.002991446071165522,0.24212445,-0.869725,0.4995
P001-2-trimmed.mat,2,3,mean,0.01794867642699313,0.002991446071165522,0.24212445,-0.869725,0.61625
P001-2-trimmed.mat,2,3,adaptive,0.011965784284662087,0.002991446071165522,0.24212445,-0.869725,0.60625
P001-2-trimmed.mat,2,4,median,0.01794867642699313,0.002991446071165522,0.4416397,-1.4101709,0.5
P001-2-trimmed.mat,2,4,mean,0.02094012249815865,0.002991446071165522,0.4416397,-1.4101709,0.36975
P001-2-trimmed.mat,2,4,adaptive,0.014957230355827609,0.002991446071165522,0.4416397,-1.4101709,0.35925
P001-2-trimmed.mat,4,0,median,0.009724338213496565,0.0016207230355827608,0.35254845,-1.1096059,0.5
P001-2-trimmed.mat,4,0,mean,0.009724338213496565,0.0016207230355827608,0.35254845,-1.1096059,0.48975
